bedrooms,bathrooms,house_size,price
4.0,3.0,6067.0,425000.0
4.0,3.0,6067.0,360000.0
3.0,3.0,6067.0,239999.0
3.0,2.0,6067.0,269900.0
3.0,4.0,6067.0,399000.0
3.0,2.0,6067.0,215000.0
3.0,2.0,6067.0,344900.0
3.0,2.0,6067.0,234900.0
3.0,3.0,6067.0,285000.0
3.0,3.0,6067.0,425000.0
2.0,2.0,6067.0,269900.0
2.0,1.0,6067.0,305000.0
2.0,2.0,6067.0,184900.0
2.0,2.0,6067.0,174900.0
2.0,3.0,6067.0,232000.0
2.0,2.0,6067.0,214900.0
2.0,3.0,6067.0,224000.0
2.0,3.0,6067.0,224900.0
2.0,3.0,6067.0,314900.0
2.0,2.0,6067.0,174900.0
2.0,2.0,6067.0,179900.0
2.0,2.0,6067.0,402900.0
2.0,2.0,6067.0,189900.0
2.0,1.0,6067.0,139900.0
2.0,2.0,6067.0,219900.0
2.0,1.0,6067.0,199900.0
1.0,1.0,6067.0,99900.0
7.0,3.0,6066.0,224900.0
7.0,3.0,6066.0,224900.0
7.0,3.0,6066.0,224900.0
7.0,3.0,6066.0,224900.0
7.0,3.0,6066.0,224900.0
7.0,3.0,6066.0,224900.0
7.0,3.0,6066.0,224900.0
6.0,2.0,6066.0,199900.0
6.0,2.0,6066.0,229900.0
6.0,2.0,6066.0,249900.0
6.0,3.0,6066.0,249900.0
6.0,3.0,6066.0,259900.0
6.0,2.0,6066.0,229900.0
6.0,2.0,6066.0,249900.0
6.0,3.0,6066.0,259900.0
6.0,3.0,6066.0,249900.0
6.0,2.0,6066.0,199900.0
6.0,2.0,6066.0,229900.0
6.0,2.0,6066.0,249900.0
6.0,3.0,6066.0,249900.0
6.0,3.0,6066.0,259900.0
6.0,2.0,6066.0,229900.0
6.0,2.0,6066.0,249900.0
6.0,3.0,6066.0,249900.0
6.0,2.0,6066.0,229900.0
6.0,2.0,6066.0,249900.0
6.0,3.0,6066.0,249900.0
6.0,3.0,6066.0,259900.0
6.0,2.0,6066.0,229900.0
6.0,2.0,6066.0,249900.0
6.0,3.0,6066.0,249900.0
6.0,3.0,6066.0,259900.0
6.0,2.0,6066.0,229900.0
6.0,2.0,6066.0,249900.0
6.0,3.0,6066.0,259900.0
6.0,3.0,6066.0,249900.0
5.0,4.0,6066.0,244900.0
5.0,5.0,6066.0,275000.0
5.0,3.0,6066.0,239900.0
5.0,3.0,6066.0,260000.0
5.0,3.0,6066.0,260000.0
5.0,5.0,6066.0,275000.0
5.0,3.0,6066.0,239900.0
5.0,5.0,6066.0,275000.0
5.0,4.0,6066.0,244900.0
5.0,3.0,6066.0,239900.0
5.0,3.0,6066.0,260000.0
5.0,4.0,6066.0,244900.0
5.0,5.0,6066.0,275000.0
5.0,3.0,6066.0,239900.0
5.0,3.0,6066.0,260000.0
5.0,3.0,6066.0,260000.0
5.0,4.0,6066.0,244900.0
5.0,5.0,6066.0,275000.0
5.0,3.0,6066.0,239900.0
5.0,3.0,6066.0,260000.0
5.0,4.0,6066.0,244900.0
5.0,5.0,6066.0,275000.0
5.0,3.0,6066.0,260000.0
5.0,3.0,6066.0,239900.0
5.0,3.0,6066.0,260000.0
5.0,5.0,6066.0,275000.0
5.0,3.0,6066.0,239900.0
5.0,3.0,6066.0,260000.0
5.0,3.0,6066.0,260000.0
5.0,4.0,6066.0,244900.0
4.0,3.0,6066.0,229000.0
4.0,1.0,6066.0,165000.0
4.0,3.0,6066.0,179900.0
4.0,2.0,6066.0,193500.0
4.0,2.0,6066.0,260000.0
4.0,3.0,6066.0,424900.0
4.0,3.0,6066.0,390000.0
4.0,2.0,6066.0,265000.0
4.0,4.0,6066.0,295000.0
4.0,2.0,6066.0,279900.0
4.0,2.0,6066.0,165000.0
4.0,3.0,6066.0,354900.0
4.0,2.0,6066.0,199900.0
4.0,3.0,6066.0,339900.0
4.0,4.0,6066.0,399900.0
4.0,2.0,6066.0,299900.0
4.0,3.0,6066.0,399900.0
4.0,3.0,6066.0,399000.0
4.0,2.0,6066.0,274900.0
4.0,4.0,6066.0,549900.0
4.0,3.0,6066.0,359900.0
4.0,3.0,6066.0,229000.0
4.0,1.0,6066.0,165000.0
4.0,3.0,6066.0,179900.0
4.0,2.0,6066.0,260000.0
4.0,2.0,6066.0,265000.0
4.0,4.0,6066.0,295000.0
4.0,2.0,6066.0,165000.0
4.0,2.0,6066.0,279900.0
4.0,2.0,6066.0,199900.0
4.0,3.0,6066.0,339900.0
4.0,4.0,6066.0,399900.0
4.0,3.0,6066.0,399000.0
4.0,2.0,6066.0,274900.0
4.0,3.0,6066.0,399900.0
4.0,3.0,6066.0,229000.0
4.0,1.0,6066.0,165000.0
4.0,3.0,6066.0,179900.0
4.0,2.0,6066.0,193500.0
4.0,2.0,6066.0,260000.0
4.0,3.0,6066.0,424900.0
4.0,3.0,6066.0,390000.0
4.0,2.0,6066.0,265000.0
4.0,4.0,6066.0,295000.0
4.0,2.0,6066.0,165000.0
4.0,2.0,6066.0,279900.0
4.0,3.0,6066.0,354900.0
4.0,2.0,6066.0,199900.0
4.0,3.0,6066.0,339900.0
4.0,2.0,6066.0,299900.0
4.0,3.0,6066.0,399900.0
4.0,4.0,6066.0,399900.0
4.0,3.0,6066.0,399000.0
4.0,2.0,6066.0,274900.0
4.0,4.0,6066.0,549900.0
4.0,3.0,6066.0,399900.0
4.0,3.0,6066.0,179900.0
4.0,1.0,6066.0,165000.0
4.0,2.0,6066.0,193500.0
4.0,2.0,6066.0,260000.0
4.0,3.0,6066.0,424900.0
4.0,3.0,6066.0,390000.0
4.0,2.0,6066.0,265000.0
4.0,4.0,6066.0,295000.0
4.0,2.0,6066.0,279900.0
4.0,2.0,6066.0,165000.0
4.0,3.0,6066.0,354900.0
4.0,2.0,6066.0,199900.0
4.0,3.0,6066.0,339900.0
4.0,4.0,6066.0,399900.0
4.0,3.0,6066.0,399900.0
4.0,2.0,6066.0,299900.0
4.0,3.0,6066.0,399000.0
4.0,2.0,6066.0,274900.0
4.0,4.0,6066.0,549900.0
4.0,3.0,6066.0,359900.0
4.0,3.0,6066.0,339900.0
4.0,1.0,6066.0,165000.0
4.0,2.0,6066.0,193500.0
4.0,2.0,6066.0,260000.0
4.0,3.0,6066.0,424900.0
4.0,3.0,6066.0,390000.0
4.0,4.0,6066.0,295000.0
4.0,2.0,6066.0,265000.0
4.0,2.0,6066.0,279900.0
4.0,2.0,6066.0,165000.0
4.0,2.0,6066.0,199900.0
4.0,3.0,6066.0,339900.0
4.0,3.0,6066.0,399900.0
4.0,4.0,6066.0,399900.0
4.0,3.0,6066.0,399000.0
4.0,2.0,6066.0,274900.0
4.0,4.0,6066.0,549900.0
4.0,3.0,6066.0,229000.0
4.0,3.0,6066.0,179900.0
4.0,1.0,6066.0,165000.0
4.0,2.0,6066.0,193500.0
4.0,2.0,6066.0,260000.0
4.0,3.0,6066.0,424900.0
4.0,3.0,6066.0,390000.0
4.0,2.0,6066.0,265000.0
4.0,4.0,6066.0,295000.0
4.0,2.0,6066.0,279900.0
4.0,2.0,6066.0,165000.0
4.0,2.0,6066.0,199900.0
4.0,3.0,6066.0,354900.0
4.0,3.0,6066.0,339900.0
4.0,4.0,6066.0,399900.0
4.0,3.0,6066.0,399900.0
4.0,2.0,6066.0,299900.0
4.0,3.0,6066.0,399000.0
4.0,2.0,6066.0,274900.0
4.0,4.0,6066.0,549900.0
4.0,3.0,6066.0,359900.0
4.0,3.0,6066.0,229000.0
4.0,1.0,6066.0,165000.0
4.0,3.0,6066.0,179900.0
4.0,2.0,6066.0,260000.0
4.0,3.0,6066.0,424900.0
4.0,3.0,6066.0,390000.0
4.0,2.0,6066.0,265000.0
4.0,4.0,6066.0,295000.0
4.0,3.0,6066.0,354900.0
4.0,2.0,6066.0,199900.0
4.0,2.0,6066.0,279900.0
4.0,2.0,6066.0,165000.0
4.0,3.0,6066.0,339900.0
4.0,4.0,6066.0,399900.0
4.0,2.0,6066.0,299900.0
4.0,3.0,6066.0,399900.0
4.0,3.0,6066.0,399000.0
4.0,2.0,6066.0,274900.0
4.0,3.0,6066.0,359900.0
3.0,2.0,6066.0,299900.0
3.0,2.0,6066.0,129900.0
3.0,1.0,6066.0,186829.0
3.0,2.0,6066.0,219900.0
3.0,2.0,6066.0,294900.0
3.0,3.0,6066.0,625000.0
3.0,2.0,6066.0,229000.0
3.0,1.0,6066.0,199900.0
3.0,2.0,6066.0,295000.0
3.0,1.0,6066.0,197000.0
3.0,1.0,6066.0,149900.0
3.0,3.0,6066.0,264900.0
3.0,2.0,6066.0,149900.0
3.0,3.0,6066.0,529900.0
3.0,2.0,6066.0,209900.0
3.0,2.0,6066.0,249900.0
3.0,2.0,6066.0,249900.0
3.0,1.0,6066.0,218888.0
3.0,3.0,6066.0,499900.0
3.0,2.0,6066.0,249000.0
3.0,1.0,6066.0,199900.0
3.0,3.0,6066.0,279900.0
3.0,2.0,6066.0,239900.0
3.0,2.0,6066.0,299900.0
3.0,2.0,6066.0,129900.0
3.0,1.0,6066.0,186829.0
3.0,2.0,6066.0,219900.0
3.0,2.0,6066.0,294900.0
3.0,2.0,6066.0,229000.0
3.0,1.0,6066.0,199900.0
3.0,1.0,6066.0,197000.0
3.0,1.0,6066.0,149900.0
3.0,2.0,6066.0,149900.0
3.0,1.0,6066.0,218888.0
3.0,2.0,6066.0,249000.0
3.0,1.0,6066.0,199900.0
3.0,3.0,6066.0,279900.0
3.0,1.0,6066.0,169900.0
3.0,2.0,6066.0,299900.0
3.0,2.0,6066.0,279900.0
3.0,2.0,6066.0,129900.0
3.0,1.0,6066.0,186829.0
3.0,2.0,6066.0,219900.0
3.0,2.0,6066.0,294900.0
3.0,3.0,6066.0,625000.0
3.0,2.0,6066.0,229000.0
3.0,1.0,6066.0,199900.0
3.0,2.0,6066.0,295000.0
3.0,1.0,6066.0,197000.0
3.0,3.0,6066.0,264900.0
3.0,1.0,6066.0,149900.0
3.0,3.0,6066.0,529900.0
3.0,2.0,6066.0,149900.0
3.0,2.0,6066.0,209900.0
3.0,2.0,6066.0,249900.0
3.0,2.0,6066.0,249900.0
3.0,1.0,6066.0,218888.0
3.0,3.0,6066.0,499900.0
3.0,2.0,6066.0,249000.0
3.0,1.0,6066.0,199900.0
3.0,3.0,6066.0,279900.0
3.0,3.0,6066.0,369900.0
3.0,2.0,6066.0,239900.0
3.0,2.0,6066.0,299900.0
3.0,2.0,6066.0,279900.0
3.0,2.0,6066.0,299900.0
3.0,2.0,6066.0,129900.0
3.0,1.0,6066.0,186829.0
3.0,2.0,6066.0,219900.0
3.0,2.0,6066.0,294900.0
3.0,3.0,6066.0,625000.0
3.0,2.0,6066.0,229000.0
3.0,1.0,6066.0,199900.0
3.0,2.0,6066.0,295000.0
3.0,1.0,6066.0,197000.0
3.0,1.0,6066.0,149900.0
3.0,3.0,6066.0,264900.0
3.0,2.0,6066.0,149900.0
3.0,3.0,6066.0,529900.0
3.0,2.0,6066.0,209900.0
3.0,2.0,6066.0,249900.0
3.0,2.0,6066.0,249900.0
3.0,1.0,6066.0,218888.0
3.0,3.0,6066.0,499900.0
3.0,2.0,6066.0,249000.0
3.0,1.0,6066.0,199900.0
3.0,3.0,6066.0,279900.0
3.0,3.0,6066.0,369900.0
3.0,2.0,6066.0,239900.0
3.0,2.0,6066.0,249000.0
3.0,1.0,6066.0,199900.0
3.0,3.0,6066.0,279900.0
3.0,2.0,6066.0,129900.0
3.0,1.0,6066.0,186829.0
3.0,2.0,6066.0,219900.0
3.0,2.0,6066.0,294900.0
3.0,3.0,6066.0,625000.0
3.0,2.0,6066.0,229000.0
3.0,1.0,6066.0,199900.0
3.0,1.0,6066.0,197000.0
3.0,1.0,6066.0,149900.0
3.0,3.0,6066.0,264900.0
3.0,2.0,6066.0,149900.0
3.0,3.0,6066.0,529900.0
3.0,2.0,6066.0,209900.0
3.0,2.0,6066.0,249900.0
3.0,1.0,6066.0,218888.0
3.0,3.0,6066.0,499900.0
3.0,2.0,6066.0,249000.0
3.0,1.0,6066.0,199900.0
3.0,3.0,6066.0,279900.0
3.0,1.0,6066.0,169900.0
3.0,2.0,6066.0,129900.0
3.0,1.0,6066.0,186829.0
3.0,2.0,6066.0,219900.0
3.0,2.0,6066.0,294900.0
3.0,3.0,6066.0,625000.0
3.0,2.0,6066.0,229000.0
3.0,1.0,6066.0,199900.0
3.0,2.0,6066.0,295000.0
3.0,1.0,6066.0,197000.0
3.0,1.0,6066.0,149900.0
3.0,3.0,6066.0,264900.0
3.0,3.0,6066.0,529900.0
3.0,2.0,6066.0,149900.0
3.0,2.0,6066.0,209900.0
3.0,2.0,6066.0,249900.0
3.0,2.0,6066.0,249900.0
3.0,1.0,6066.0,218888.0
3.0,3.0,6066.0,499900.0
3.0,2.0,6066.0,249000.0
3.0,1.0,6066.0,199900.0
3.0,3.0,6066.0,279900.0
3.0,3.0,6066.0,369900.0
3.0,1.0,6066.0,169900.0
3.0,2.0,6066.0,239900.0
3.0,2.0,6066.0,299900.0
3.0,2.0,6066.0,299900.0
3.0,2.0,6066.0,129900.0
3.0,1.0,6066.0,186829.0
3.0,2.0,6066.0,219900.0
3.0,2.0,6066.0,294900.0
3.0,2.0,6066.0,229000.0
3.0,1.0,6066.0,199900.0
3.0,2.0,6066.0,295000.0
3.0,1.0,6066.0,197000.0
3.0,3.0,6066.0,264900.0
3.0,2.0,6066.0,149900.0
3.0,2.0,6066.0,209900.0
3.0,1.0,6066.0,149900.0
3.0,2.0,6066.0,249900.0
3.0,2.0,6066.0,249900.0
3.0,1.0,6066.0,218888.0
3.0,2.0,6066.0,249000.0
3.0,1.0,6066.0,199900.0
3.0,3.0,6066.0,279900.0
3.0,1.0,6066.0,169900.0
3.0,2.0,6066.0,239900.0
3.0,3.0,6066.0,625000.0
3.0,3.0,6066.0,529900.0
2.0,1.0,6066.0,144900.0
2.0,1.0,6066.0,50000.0
2.0,1.0,6066.0,149900.0
2.0,1.0,6066.0,189900.0
2.0,1.0,6066.0,210000.0
2.0,1.0,6066.0,40000.0
2.0,2.0,6066.0,249900.0
2.0,2.0,6066.0,182900.0
2.0,2.0,6066.0,109900.0
2.0,2.0,6066.0,185000.0
2.0,1.0,6066.0,294900.0
2.0,2.0,6066.0,140000.0
2.0,1.0,6066.0,144900.0
2.0,1.0,6066.0,50000.0
2.0,1.0,6066.0,189900.0
2.0,2.0,6066.0,182900.0
2.0,2.0,6066.0,109900.0
2.0,2.0,6066.0,119900.0
2.0,1.0,6066.0,294900.0
2.0,2.0,6066.0,140000.0
2.0,1.0,6066.0,144900.0
2.0,2.0,6066.0,75000.0
2.0,1.0,6066.0,50000.0
2.0,1.0,6066.0,149900.0
2.0,1.0,6066.0,189900.0
2.0,1.0,6066.0,210000.0
2.0,1.0,6066.0,40000.0
2.0,2.0,6066.0,249900.0
2.0,2.0,6066.0,182900.0
2.0,2.0,6066.0,109900.0
2.0,2.0,6066.0,185000.0
2.0,2.0,6066.0,119900.0
2.0,2.0,6066.0,140000.0
2.0,1.0,6066.0,294900.0
2.0,1.0,6066.0,144900.0
2.0,1.0,6066.0,144900.0
2.0,1.0,6066.0,50000.0
2.0,1.0,6066.0,149900.0
2.0,1.0,6066.0,189900.0
2.0,1.0,6066.0,210000.0
2.0,1.0,6066.0,40000.0
2.0,2.0,6066.0,249900.0
2.0,2.0,6066.0,182900.0
2.0,2.0,6066.0,109900.0
2.0,2.0,6066.0,185000.0
2.0,1.0,6066.0,294900.0
2.0,2.0,6066.0,140000.0
2.0,1.0,6066.0,50000.0
2.0,1.0,6066.0,149900.0
2.0,1.0,6066.0,189900.0
2.0,2.0,6066.0,249900.0
2.0,2.0,6066.0,182900.0
2.0,2.0,6066.0,109900.0
2.0,2.0,6066.0,185000.0
2.0,2.0,6066.0,119900.0
2.0,1.0,6066.0,294900.0
2.0,2.0,6066.0,140000.0
2.0,1.0,6066.0,144900.0
2.0,1.0,6066.0,50000.0
2.0,1.0,6066.0,149900.0
2.0,1.0,6066.0,189900.0
2.0,1.0,6066.0,210000.0
2.0,1.0,6066.0,40000.0
2.0,2.0,6066.0,249900.0
2.0,2.0,6066.0,182900.0
2.0,2.0,6066.0,109900.0
2.0,2.0,6066.0,185000.0
2.0,1.0,6066.0,294900.0
2.0,2.0,6066.0,140000.0
2.0,1.0,6066.0,144900.0
2.0,2.0,6066.0,75000.0
2.0,1.0,6066.0,50000.0
2.0,1.0,6066.0,189900.0
2.0,1.0,6066.0,210000.0
2.0,1.0,6066.0,40000.0
2.0,2.0,6066.0,249900.0
2.0,2.0,6066.0,182900.0
2.0,2.0,6066.0,109900.0
2.0,2.0,6066.0,185000.0
2.0,2.0,6066.0,140000.0
2.0,1.0,6066.0,294900.0
2.0,1.0,6066.0,149900.0
1.0,1.0,6066.0,87500.0
1.0,3.0,6066.0,190000.0
1.0,1.0,6066.0,60000.0
1.0,1.0,6066.0,89900.0
1.0,1.0,6066.0,87500.0
1.0,1.0,6066.0,60000.0
1.0,1.0,6066.0,89900.0
1.0,1.0,6066.0,87500.0
1.0,3.0,6066.0,190000.0
1.0,1.0,6066.0,60000.0
1.0,1.0,6066.0,89900.0
1.0,1.0,6066.0,87500.0
1.0,1.0,6066.0,60000.0
1.0,1.0,6066.0,89900.0
1.0,1.0,6066.0,87500.0
1.0,3.0,6066.0,190000.0
1.0,1.0,6066.0,60000.0
1.0,1.0,6066.0,89900.0
1.0,1.0,6066.0,87500.0
1.0,3.0,6066.0,190000.0
1.0,1.0,6066.0,60000.0
1.0,1.0,6066.0,89900.0
1.0,1.0,6066.0,87500.0
1.0,3.0,6066.0,190000.0
1.0,1.0,6066.0,60000.0
1.0,1.0,6066.0,89900.0
4.0,3.0,6063.0,556000.0
4.0,3.0,6063.0,515000.0
4.0,3.0,6063.0,569000.0
4.0,3.0,6063.0,583000.0
4.0,3.0,6063.0,556000.0
4.0,3.0,6063.0,559000.0
4.0,3.0,6063.0,515000.0
4.0,3.0,6063.0,569000.0
4.0,3.0,6063.0,583000.0
4.0,3.0,6063.0,556000.0
4.0,3.0,6063.0,559000.0
4.0,3.0,6063.0,515000.0
4.0,3.0,6063.0,569000.0
4.0,3.0,6063.0,583000.0
4.0,3.0,6063.0,556000.0
4.0,3.0,6063.0,515000.0
4.0,3.0,6063.0,559000.0
4.0,3.0,6063.0,569000.0
4.0,3.0,6063.0,583000.0
3.0,2.0,6063.0,389000.0
3.0,3.0,6063.0,493000.0
3.0,4.0,6063.0,539900.0
3.0,3.0,6063.0,249500.0
3.0,3.0,6063.0,525000.0
3.0,2.0,6063.0,299000.0
3.0,3.0,6063.0,479900.0
3.0,2.0,6063.0,389000.0
3.0,3.0,6063.0,493000.0
3.0,3.0,6063.0,249500.0
3.0,3.0,6063.0,525000.0
3.0,4.0,6063.0,539900.0
3.0,2.0,6063.0,299000.0
3.0,3.0,6063.0,479900.0
3.0,2.0,6063.0,389000.0
3.0,3.0,6063.0,493000.0
3.0,4.0,6063.0,539900.0
3.0,3.0,6063.0,249500.0
3.0,3.0,6063.0,525000.0
3.0,2.0,6063.0,299000.0
3.0,2.0,6063.0,389000.0
3.0,3.0,6063.0,493000.0
3.0,4.0,6063.0,539900.0
3.0,3.0,6063.0,249500.0
3.0,3.0,6063.0,525000.0
3.0,2.0,6063.0,299000.0
3.0,3.0,6063.0,479900.0
3.0,3.0,6063.0,479900.0
4.0,2.0,6062.0,199900.0
4.0,2.0,6062.0,244900.0
4.0,3.0,6062.0,400000.0
4.0,2.0,6062.0,250000.0
4.0,2.0,6062.0,329000.0
4.0,2.0,6062.0,199900.0
4.0,4.0,6062.0,560000.0
3.0,3.0,6062.0,379900.0
3.0,2.0,6062.0,159900.0
3.0,1.0,6062.0,169900.0
3.0,2.0,6062.0,170000.0
3.0,3.0,6062.0,379999.0
3.0,3.0,6062.0,349900.0
3.0,2.0,6062.0,279900.0
3.0,2.0,6062.0,255000.0
3.0,2.0,6062.0,279900.0
3.0,1.0,6062.0,159900.0
3.0,2.0,6062.0,204900.0
3.0,2.0,6062.0,299900.0
3.0,1.0,6062.0,140000.0
3.0,2.0,6062.0,239900.0
3.0,2.0,6062.0,325000.0
3.0,1.0,6062.0,84900.0
3.0,2.0,6062.0,249900.0
3.0,3.0,6062.0,449000.0
3.0,3.0,6062.0,289900.0
3.0,3.0,6062.0,399900.0
3.0,2.0,6062.0,269900.0
2.0,1.0,6062.0,139900.0
2.0,1.0,6062.0,159000.0
2.0,1.0,6062.0,172900.0
2.0,3.0,6062.0,329900.0
2.0,1.0,6062.0,199900.0
2.0,2.0,6062.0,130000.0
2.0,2.0,6062.0,185000.0
2.0,1.0,6062.0,185900.0
2.0,1.0,6062.0,75000.0
1.0,1.0,6062.0,55000.0
1.0,2.0,6062.0,160000.0
4.0,3.0,6060.0,485000.0
4.0,4.0,6060.0,550000.0
4.0,3.0,6060.0,375000.0
4.0,5.0,6060.0,1225000.0
4.0,2.0,6060.0,350000.0
4.0,3.0,6060.0,625000.0
4.0,4.0,6060.0,475000.0
4.0,3.0,6060.0,485000.0
4.0,4.0,6060.0,550000.0
4.0,3.0,6060.0,375000.0
4.0,2.0,6060.0,350000.0
4.0,5.0,6060.0,1225000.0
4.0,3.0,6060.0,625000.0
4.0,4.0,6060.0,475000.0
4.0,4.0,6060.0,499000.0
4.0,3.0,6060.0,375000.0
4.0,2.0,6060.0,350000.0
4.0,4.0,6060.0,499000.0
4.0,4.0,6060.0,550000.0
4.0,3.0,6060.0,375000.0
4.0,2.0,6060.0,350000.0
4.0,4.0,6060.0,475000.0
4.0,4.0,6060.0,499000.0
4.0,3.0,6060.0,485000.0
4.0,4.0,6060.0,550000.0
4.0,2.0,6060.0,350000.0
4.0,3.0,6060.0,375000.0
4.0,5.0,6060.0,1225000.0
4.0,3.0,6060.0,625000.0
4.0,4.0,6060.0,475000.0
4.0,3.0,6060.0,485000.0
4.0,4.0,6060.0,550000.0
4.0,3.0,6060.0,375000.0
4.0,5.0,6060.0,1225000.0
4.0,2.0,6060.0,350000.0
4.0,3.0,6060.0,625000.0
4.0,4.0,6060.0,475000.0
4.0,4.0,6060.0,499000.0
4.0,3.0,6060.0,485000.0
4.0,4.0,6060.0,550000.0
4.0,3.0,6060.0,375000.0
4.0,5.0,6060.0,1225000.0
4.0,2.0,6060.0,350000.0
4.0,3.0,6060.0,625000.0
4.0,4.0,6060.0,475000.0
4.0,4.0,6060.0,499000.0
4.0,3.0,6060.0,485000.0
4.0,4.0,6060.0,550000.0
4.0,5.0,6060.0,1225000.0
4.0,3.0,6060.0,375000.0
4.0,2.0,6060.0,350000.0
4.0,3.0,6060.0,625000.0
4.0,4.0,6060.0,499000.0
4.0,4.0,6060.0,475000.0
4.0,3.0,6060.0,375000.0
4.0,2.0,6060.0,350000.0
4.0,4.0,6060.0,475000.0
4.0,4.0,6060.0,499000.0
4.0,3.0,6060.0,375000.0
4.0,5.0,6060.0,1225000.0
4.0,2.0,6060.0,350000.0
4.0,3.0,6060.0,625000.0
4.0,4.0,6060.0,475000.0
4.0,4.0,6060.0,499000.0
3.0,3.0,6060.0,625000.0
3.0,3.0,6060.0,625000.0
3.0,3.0,6060.0,625000.0
3.0,3.0,6060.0,625000.0
3.0,3.0,6060.0,625000.0
3.0,3.0,6060.0,625000.0
3.0,3.0,6060.0,625000.0
3.0,3.0,6060.0,625000.0
3.0,3.0,6060.0,625000.0
3.0,3.0,6060.0,625000.0
3.0,3.0,6060.0,625000.0
3.0,3.0,6060.0,625000.0
3.0,3.0,6060.0,625000.0
5.0,2.0,606.0,98000.0
5.0,2.0,606.0,55000.0
5.0,2.0,606.0,75000.0
5.0,2.0,606.0,55000.0
5.0,2.0,606.0,75000.0
5.0,2.0,606.0,55000.0
5.0,2.0,606.0,75000.0
5.0,2.0,606.0,55000.0
5.0,2.0,606.0,75000.0
5.0,2.0,606.0,75000.0
5.0,2.0,606.0,55000.0
5.0,2.0,606.0,55000.0
5.0,2.0,606.0,75000.0
5.0,2.0,606.0,55000.0
5.0,2.0,606.0,75000.0
5.0,2.0,606.0,55000.0
5.0,2.0,606.0,75000.0
5.0,2.0,606.0,55000.0
5.0,2.0,606.0,75000.0
5.0,2.0,606.0,75000.0
5.0,2.0,606.0,55000.0
5.0,2.0,606.0,75000.0
5.0,2.0,606.0,55000.0
3.0,1.0,606.0,80000.0
3.0,1.0,606.0,80000.0
3.0,1.0,606.0,80000.0
3.0,1.0,606.0,80000.0
3.0,1.0,606.0,80000.0
3.0,1.0,606.0,80000.0
3.0,1.0,606.0,80000.0
3.0,1.0,606.0,80000.0
3.0,1.0,606.0,80000.0
3.0,1.0,606.0,80000.0
3.0,1.0,606.0,80000.0
3.0,1.0,606.0,80000.0
3.0,1.0,606.0,80000.0
3.0,1.0,606.0,80000.0
6.0,6.0,6058.0,1745000.0
6.0,6.0,6058.0,1745000.0
6.0,6.0,6058.0,1745000.0
4.0,2.0,6058.0,695000.0
4.0,4.0,6058.0,1350000.0
4.0,3.0,6058.0,985000.0
4.0,3.0,6058.0,1050000.0
4.0,2.0,6058.0,695000.0
4.0,2.0,6058.0,409500.0
4.0,3.0,6058.0,1050000.0
4.0,3.0,6058.0,985000.0
4.0,2.0,6058.0,409500.0
4.0,2.0,6058.0,695000.0
4.0,4.0,6058.0,1350000.0
4.0,3.0,6058.0,985000.0
4.0,3.0,6058.0,1050000.0
4.0,2.0,6058.0,695000.0
4.0,4.0,6058.0,1350000.0
4.0,2.0,6058.0,409500.0
4.0,2.0,6058.0,409500.0
3.0,3.0,6058.0,425000.0
3.0,1.0,6058.0,122500.0
3.0,3.0,6058.0,425000.0
3.0,1.0,6058.0,122500.0
3.0,3.0,6058.0,425000.0
3.0,1.0,6058.0,122500.0
3.0,1.0,6058.0,122500.0
3.0,3.0,6058.0,425000.0
3.0,1.0,6058.0,122500.0
13.0,12.0,6058.0,875000.0
13.0,12.0,6058.0,875000.0
13.0,12.0,6058.0,875000.0
13.0,12.0,6058.0,875000.0
7.0,6.0,6057.0,500000.0
7.0,6.0,6057.0,500000.0
7.0,6.0,6057.0,500000.0
5.0,4.0,6057.0,899000.0
5.0,4.0,6057.0,695000.0
4.0,3.0,6057.0,549900.0
4.0,3.0,6057.0,525000.0
4.0,2.0,6057.0,309900.0
4.0,3.0,6057.0,686900.0
4.0,2.0,6057.0,309900.0
4.0,3.0,6057.0,549900.0
4.0,3.0,6057.0,525000.0
4.0,2.0,6057.0,309900.0
4.0,3.0,6057.0,686900.0
3.0,2.0,6057.0,224550.0
3.0,2.0,6057.0,775000.0
3.0,2.0,6057.0,224550.0
3.0,4.0,6057.0,699000.0
3.0,2.0,6057.0,224550.0
3.0,1.0,6057.0,210000.0
3.0,2.0,6057.0,775000.0
3.0,3.0,6057.0,520000.0
3.0,4.0,6057.0,1125000.0
3.0,3.0,6057.0,449900.0
3.0,3.0,6057.0,449900.0
3.0,2.0,6057.0,775000.0
2.0,2.0,6057.0,264800.0
2.0,2.0,6057.0,264800.0
2.0,2.0,6057.0,285000.0
2.0,2.0,6057.0,264800.0
1.0,1.0,6057.0,224500.0
1.0,1.0,6057.0,224500.0
1.0,1.0,6057.0,224500.0
8.0,4.0,6053.0,350000.0
7.0,2.0,6053.0,99900.0
6.0,5.0,6053.0,269900.0
6.0,3.0,6053.0,275000.0
6.0,2.0,6053.0,325000.0
6.0,4.0,6053.0,319900.0
6.0,2.0,6053.0,295000.0
5.0,2.0,6053.0,239900.0
4.0,2.0,6053.0,240000.0
4.0,2.0,6053.0,239900.0
4.0,2.0,6053.0,219900.0
4.0,2.0,6053.0,319000.0
4.0,3.0,6053.0,239900.0
4.0,2.0,6053.0,299900.0
4.0,2.0,6053.0,120000.0
4.0,3.0,6053.0,239900.0
4.0,2.0,6053.0,249900.0
